ts_utc,mmsi,lat,lon,sog,nav
2026-08-25T00:00:04Z,219002177,54.935970,11.371970,0.0,Under way using engine
2026-08-25T00:00:09Z,219000811,54.838723,11.491825,0.0,Under way using engine
2026-08-25T00:00:34Z,219002177,54.935967,11.371978,0.0,Under way using engine
2026-08-25T00:00:40Z,219000811,54.838725,11.491828,0.0,Under way using engine
2026-08-25T00:01:04Z,219002177,54.935960,11.371982,0.0,Under way using engine
2026-08-25T00:01:19Z,219000811,54.838723,11.491830,0.0,Under way using engine
2026-08-25T00:01:34Z,219002177,54.935957,11.371977,0.0,Under way using engine
2026-08-25T00:01:50Z,219000811,54.838720,11.491832,0.0,Under way using engine
2026-08-25T00:02:02Z,219000809,54.971912,11.514585,0.0,Moored
2026-08-25T00:02:04Z,219002177,54.935955,11.371983,0.0,Under way using engine
2026-08-25T00:02:30Z,219000811,54.838718,11.491833,0.0,Under way using engine
2026-08-25T00:02:35Z,219002177,54.935958,11.371975,0.0,Under way using engine
2026-08-25T00:03:09Z,219000811,54.838718,11.491828,0.0,Under way using engine
2026-08-25T00:03:14Z,219002177,54.935947,11.371977,0.0,Under way using engine
2026-08-25T00:03:23Z,219000809,54.971912,11.514585,0.0,Moored
2026-08-25T00:03:40Z,219000811,54.838718,11.491823,0.0,Under way using engine
2026-08-25T00:03:44Z,219002177,54.935950,11.371978,0.0,Under way using engine
2026-08-25T00:04:14Z,219002177,54.935952,11.371982,0.0,Under way using engine
2026-08-25T00:04:19Z,219000811,54.838718,11.491823,0.0,Under way using engine
2026-08-25T00:04:44Z,219002177,54.935965,11.371992,0.0,Under way using engine
2026-08-25T00:04:49Z,219000811,54.838720,11.491825,0.0,Under way using engine
2026-08-25T00:05:05Z,219000809,54.971880,11.514590,0.0,Moored
2026-08-25T00:05:14Z,219002177,54.935973,11.372000,0.0,Under way using engine
2026-08-25T00:05:19Z,219000811,54.838720,11.491827,0.0,Under way using engine
2026-08-25T00:05:44Z,219002177,54.935977,11.372002,0.0,Under way using engine
2026-08-25T00:05:49Z,219000811,54.838718,11.491827,0.0,Under way using engine
2026-08-25T00:06:14Z,219002177,54.935968,11.371990,0.0,Under way using engine
2026-08-25T00:06:19Z,219000811,54.838718,11.491830,0.0,Under way using engine
2026-08-25T00:06:44Z,219002177,54.935960,11.371982,0.0,Under way using engine
2026-08-25T00:06:50Z,219000811,54.838717,11.491838,0.0,Under way using engine
2026-08-25T00:07:14Z,219002177,54.935963,11.371977,0.0,Under way using engine
2026-08-25T00:07:39Z,219000811,54.838715,11.491838,0.0,Under way using engine
2026-08-25T00:07:44Z,219002177,54.935950,11.371973,0.0,Under way using engine
2026-08-25T00:08:06Z,219000809,54.971907,11.514603,0.0,Moored
2026-08-25T00:08:09Z,219000811,54.838715,11.491838,0.0,Under way using engine
2026-08-25T00:08:14Z,219002177,54.935928,11.372013,0.0,Under way using engine
2026-08-25T00:08:39Z,219000811,54.838717,11.491838,0.0,Under way using engine
2026-08-25T00:08:44Z,219002177,54.935943,11.371993,0.0,Under way using engine
2026-08-25T00:09:09Z,219000811,54.838718,11.491835,0.0,Under way using engine
2026-08-25T00:09:14Z,219002177,54.935947,11.372008,0.0,Under way using engine
2026-08-25T00:09:24Z,219000809,54.971907,11.514603,0.0,Moored
2026-08-25T00:09:39Z,219000811,54.838720,11.491832,0.0,Under way using engine
2026-08-25T00:09:44Z,219002177,54.935947,11.372000,0.0,Under way using engine
2026-08-25T00:10:09Z,219000811,54.838720,11.491832,0.0,Under way using engine
2026-08-25T00:10:14Z,219002177,54.935948,11.372010,0.0,Under way using engine
2026-08-25T00:10:39Z,219000811,54.838718,11.491830,0.0,Under way using engine
2026-08-25T00:10:55Z,219002177,54.935942,11.371990,0.0,Under way using engine
2026-08-25T00:11:05Z,219000809,54.971913,11.514600,0.0,Moored
2026-08-25T00:11:10Z,219000811,54.838718,11.491828,0.0,Under way using engine
