ts_utc,mmsi,lat,lon,sog,nav
2026-09-05T00:00:00Z,219000811,54.838730,11.491820,0.0,Under way using engine
2026-09-05T00:00:03Z,219002177,54.935962,11.372010,0.0,Under way using engine
2026-09-05T00:00:35Z,219002177,54.935968,11.372017,0.0,Under way using engine
2026-09-05T00:00:39Z,219000811,54.838727,11.491825,0.0,Under way using engine
2026-09-05T00:01:09Z,219000811,54.838725,11.491828,0.0,Under way using engine
2026-09-05T00:01:13Z,219002177,54.935945,11.372015,0.0,Under way using engine
2026-09-05T00:01:39Z,219000811,54.838725,11.491828,0.0,Under way using engine
2026-09-05T00:01:43Z,219002177,54.935958,11.372008,0.0,Under way using engine
2026-09-05T00:01:56Z,219000809,91.000000,0.000000,,Unknown value
2026-09-05T00:02:09Z,219000811,54.838725,11.491832,0.0,Under way using engine
2026-09-05T00:02:13Z,219002177,54.935965,11.372007,0.0,Under way using engine
2026-09-05T00:02:39Z,219000811,54.838725,11.491833,0.0,Under way using engine
2026-09-05T00:02:43Z,219002177,54.935975,11.371998,0.0,Under way using engine
2026-09-05T00:03:09Z,219000811,54.838725,11.491830,0.0,Under way using engine
2026-09-05T00:03:13Z,219002177,54.935957,11.371995,0.0,Under way using engine
2026-09-05T00:03:40Z,219000811,54.838725,11.491827,0.0,Under way using engine
2026-09-05T00:03:43Z,219002177,54.935970,11.371993,0.0,Under way using engine
2026-09-05T00:04:13Z,219002177,54.935980,11.372005,0.0,Under way using engine
2026-09-05T00:04:20Z,219000811,54.838725,11.491828,0.0,Under way using engine
2026-09-05T00:04:43Z,219002177,54.935980,11.372018,0.0,Under way using engine
2026-09-05T00:04:50Z,219000811,54.838727,11.491828,0.0,Under way using engine
2026-09-05T00:05:12Z,219000809,54.971915,11.514567,0.0,Moored
2026-09-05T00:05:13Z,219002177,54.935972,11.372017,0.0,Under way using engine
2026-09-05T00:05:20Z,219000811,54.838725,11.491828,0.0,Under way using engine
2026-09-05T00:05:44Z,219002177,54.935968,11.372003,0.0,Under way using engine
2026-09-05T00:05:50Z,219000811,54.838723,11.491827,0.0,Under way using engine
2026-09-05T00:06:14Z,219002177,54.935963,11.372003,0.0,Under way using engine
2026-09-05T00:06:25Z,219000811,54.838723,11.491823,0.0,Under way using engine
2026-09-05T00:06:44Z,219002177,54.935947,11.371998,0.0,Under way using engine
2026-09-05T00:07:00Z,219000811,54.838723,11.491820,0.0,Under way using engine
2026-09-05T00:07:14Z,219002177,54.935947,11.371998,0.0,Under way using engine
2026-09-05T00:07:40Z,219000811,54.838723,11.491822,0.0,Under way using engine
2026-09-05T00:07:44Z,219002177,54.935965,11.371998,0.0,Under way using engine
2026-09-05T00:07:56Z,219000809,54.971915,11.514567,0.0,Moored
2026-09-05T00:08:14Z,219002177,54.935973,11.371997,0.0,Under way using engine
2026-09-05T00:08:19Z,219000811,54.838727,11.491822,0.0,Under way using engine
2026-09-05T00:08:44Z,219002177,54.935968,11.371993,0.0,Under way using engine
2026-09-05T00:08:50Z,219000811,54.838728,11.491822,0.0,Under way using engine
2026-09-05T00:09:14Z,219002177,54.935948,11.371992,0.0,Under way using engine
2026-09-05T00:09:29Z,219000811,54.838728,11.491825,0.0,Under way using engine
2026-09-05T00:09:44Z,219002177,54.935948,11.371998,0.0,Under way using engine
2026-09-05T00:10:00Z,219000811,54.838728,11.491827,0.0,Under way using engine
2026-09-05T00:10:14Z,219002177,54.935945,11.372020,0.1,Under way using engine
2026-09-05T00:10:38Z,219000811,54.838725,11.491827,0.0,Under way using engine
2026-09-05T00:10:44Z,219002177,54.935953,11.372027,0.0,Under way using engine
2026-09-05T00:11:09Z,219000811,54.838725,11.491823,0.0,Under way using engine
2026-09-05T00:11:12Z,219000809,54.971915,11.514567,0.0,Moored
2026-09-05T00:11:14Z,219002177,54.935957,11.372020,0.0,Under way using engine
2026-09-05T00:11:44Z,219002177,54.935928,11.372015,0.0,Under way using engine
2026-09-05T00:11:49Z,219000811,54.838723,11.491822,0.0,Under way using engine
2026-09-05T00:12:14Z,219002177,54.935965,11.372018,0.0,Under way using engine
2026-09-05T00:12:20Z,219000811,54.838722,11.491820,0.0,Under way using engine
2026-09-05T00:12:44Z,219002177,54.935968,11.372018,0.0,Under way using engine
2026-09-05T00:13:00Z,219000811,54.838723,11.491823,0.0,Under way using engine
2026-09-05T00:13:14Z,219002177,54.935958,11.372018,0.0,Under way using engine
2026-09-05T00:13:30Z,219000811,54.838723,11.491823,0.0,Under way using engine
2026-09-05T00:13:44Z,219002177,54.935947,11.372010,0.0,Under way using engine
2026-09-05T00:13:56Z,219000809,54.971915,11.514567,0.0,Moored
2026-09-05T00:14:00Z,219000811,54.838723,11.491825,0.0,Under way using engine
2026-09-05T00:14:14Z,219002177,54.935933,11.372022,0.0,Under way using engine
2026-09-05T00:14:30Z,219000811,54.838723,11.491827,0.0,Under way using engine
2026-09-05T00:14:44Z,219002177,54.935953,11.372020,0.0,Under way using engine
2026-09-05T00:15:00Z,219000811,54.838722,11.491828,0.0,Under way using engine
2026-09-05T00:15:14Z,219002177,54.935958,11.372005,0.0,Under way using engine
2026-09-05T00:15:30Z,219000811,54.838723,11.491828,0.0,Under way using engine
2026-09-05T00:15:45Z,219002177,54.935953,11.372000,0.0,Under way using engine
2026-09-05T00:16:00Z,219000811,54.838723,11.491825,0.0,Under way using engine
2026-09-05T00:16:21Z,219002177,54.935950,11.372012,0.0,Under way using engine
2026-09-05T00:16:30Z,219000811,54.838722,11.491820,0.0,Under way using engine
2026-09-05T00:16:54Z,219002177,54.935952,11.372007,0.0,Under way using engine
2026-09-05T00:17:10Z,219000811,54.838722,11.491818,0.0,Under way using engine
2026-09-05T00:17:14Z,219000809,54.971888,11.514585,0.0,Moored
2026-09-05T00:17:24Z,219002177,54.935948,11.372012,0.0,Under way using engine
2026-09-05T00:17:40Z,219000811,54.838722,11.491818,0.0,Under way using engine
2026-09-05T00:17:54Z,219002177,54.935950,11.372010,0.0,Under way using engine
2026-09-05T00:18:10Z,219000811,54.838722,11.491818,0.0,Under way using engine
2026-09-05T00:18:24Z,219002177,54.935945,11.371992,0.0,Under way using engine
2026-09-05T00:18:40Z,219000811,54.838722,11.491817,0.0,Under way using engine
2026-09-05T00:19:04Z,219002177,54.935950,11.372010,0.0,Under way using engine
2026-09-05T00:19:10Z,219000811,54.838723,11.491817,0.0,Under way using engine
2026-09-05T00:19:34Z,219002177,54.935953,11.372007,0.0,Under way using engine
2026-09-05T00:19:40Z,219000811,54.838727,11.491818,0.0,Under way using engine
2026-09-05T00:19:56Z,219000809,54.971888,11.514585,0.0,Moored
2026-09-05T00:20:04Z,219002177,54.935945,11.372008,0.0,Under way using engine
2026-09-05T00:20:10Z,219000811,54.838727,11.491818,0.0,Under way using engine
2026-09-05T00:20:34Z,219002177,54.935973,11.372023,0.0,Under way using engine
2026-09-05T00:20:40Z,219000811,54.838725,11.491817,0.0,Under way using engine
2026-09-05T00:21:04Z,219002177,54.935985,11.372020,0.0,Under way using engine
2026-09-05T00:21:10Z,219000811,54.838725,11.491818,0.0,Under way using engine
2026-09-05T00:21:34Z,219002177,54.935952,11.372010,0.0,Under way using engine
2026-09-05T00:21:40Z,219000811,54.838727,11.491817,0.0,Under way using engine
2026-09-05T00:22:04Z,219002177,54.935965,11.372005,0.0,Under way using engine
2026-09-05T00:22:10Z,219000811,54.838727,11.491817,0.0,Under way using engine
2026-09-05T00:22:40Z,219000811,54.838727,11.491818,0.0,Under way using engine
2026-09-05T00:22:43Z,219002177,54.935953,11.372002,0.0,Under way using engine
2026-09-05T00:23:10Z,219000811,54.838727,11.491818,0.0,Under way using engine
2026-09-05T00:23:11Z,219000809,54.971923,11.514590,0.0,Moored
2026-09-05T00:23:14Z,219002177,54.935963,11.371998,0.0,Under way using engine
2026-09-05T00:23:40Z,219000811,54.838725,11.491817,0.0,Under way using engine
2026-09-05T00:23:55Z,219002177,54.935975,11.372005,0.0,Under way using engine
2026-09-05T00:24:10Z,219000811,54.838725,11.491817,0.0,Under way using engine
2026-09-05T00:24:43Z,219002177,54.935962,11.372028,0.0,Under way using engine
2026-09-05T00:24:49Z,219000811,54.838727,11.491822,0.0,Under way using engine
2026-09-05T00:25:14Z,219002177,54.935960,11.372018,0.0,Under way using engine
2026-09-05T00:25:20Z,219000811,54.838728,11.491825,0.0,Under way using engine
2026-09-05T00:25:55Z,219002177,54.935963,11.372000,0.0,Under way using engine
2026-09-05T00:25:56Z,219000809,54.971923,11.514590,0.0,Moored
2026-09-05T00:26:00Z,219000811,54.838727,11.491828,0.0,Under way using engine
2026-09-05T00:26:38Z,219000811,54.838725,11.491825,0.0,Under way using engine
2026-09-05T00:26:43Z,219002177,54.935960,11.372017,0.0,Under way using engine
2026-09-05T00:27:10Z,219000811,54.838723,11.491823,0.0,Under way using engine
2026-09-05T00:27:15Z,219002177,54.935953,11.372033,0.0,Under way using engine
2026-09-05T00:27:49Z,219000811,54.838723,11.491822,0.0,Under way using engine
2026-09-05T00:27:55Z,219002177,54.935958,11.372035,0.0,Under way using engine
2026-09-05T00:28:20Z,219000811,54.838725,11.491820,0.0,Under way using engine
2026-09-05T00:28:34Z,219002177,54.935967,11.372030,0.0,Under way using engine
2026-09-05T00:29:00Z,219000811,54.838725,11.491822,0.0,Under way using engine
