ts_utc,mmsi,lat,lon,sog,nav
2026-09-02T00:00:00Z,219000811,54.916058,11.359975,0.0,Under way using engine
2026-09-02T00:00:03Z,219002177,54.935962,11.371990,0.0,Under way using engine
2026-09-02T00:00:30Z,219000811,54.916058,11.359973,0.0,Under way using engine
2026-09-02T00:00:34Z,219002177,54.935973,11.371992,0.0,Under way using engine
2026-09-02T00:00:55Z,219000809,54.971938,11.514582,0.0,Moored
2026-09-02T00:01:00Z,219000811,54.916057,11.359973,0.0,Under way using engine
2026-09-02T00:01:14Z,219002177,54.935985,11.371983,0.0,Under way using engine
2026-09-02T00:01:40Z,219000811,54.916048,11.359975,0.0,Under way using engine
2026-09-02T00:01:43Z,219000809,54.971938,11.514582,0.0,Moored
2026-09-02T00:01:53Z,219002177,54.935972,11.371977,0.0,Under way using engine
2026-09-02T00:02:10Z,219000811,54.916042,11.359980,0.0,Under way using engine
2026-09-02T00:02:24Z,219002177,54.935960,11.371987,0.0,Under way using engine
2026-09-02T00:02:40Z,219000811,54.916038,11.359985,0.0,Under way using engine
2026-09-02T00:03:05Z,219002177,54.935958,11.371977,0.0,Under way using engine
2026-09-02T00:03:10Z,219000811,54.916040,11.359990,0.0,Under way using engine
2026-09-02T00:03:40Z,219000811,54.916042,11.359992,0.0,Under way using engine
2026-09-02T00:03:43Z,219002177,54.935982,11.371962,0.0,Under way using engine
2026-09-02T00:03:54Z,219000809,54.971955,11.514593,0.0,Moored
2026-09-02T00:04:10Z,219000811,54.916042,11.359993,0.0,Under way using engine
2026-09-02T00:04:14Z,219002177,54.935963,11.371980,0.0,Under way using engine
2026-09-02T00:04:40Z,219000811,54.916043,11.359993,0.0,Under way using engine
2026-09-02T00:04:54Z,219002177,54.935968,11.371985,0.0,Under way using engine
2026-09-02T00:05:10Z,219000811,54.916047,11.359995,0.0,Under way using engine
2026-09-02T00:05:24Z,219002177,54.935978,11.371973,0.0,Under way using engine
2026-09-02T00:05:40Z,219000811,54.916048,11.359995,0.0,Under way using engine
2026-09-02T00:05:54Z,219002177,54.935973,11.371970,0.0,Under way using engine
2026-09-02T00:06:10Z,219000811,54.916048,11.359992,0.0,Under way using engine
2026-09-02T00:06:24Z,219002177,54.935983,11.371982,0.0,Under way using engine
2026-09-02T00:06:49Z,219000811,54.916048,11.359988,0.0,Under way using engine
2026-09-02T00:06:54Z,219000809,54.971943,11.514588,0.0,Moored
2026-09-02T00:06:54Z,219002177,54.935962,11.371993,0.0,Under way using engine
2026-09-02T00:07:24Z,219002177,54.935978,11.371985,0.0,Under way using engine
2026-09-02T00:07:29Z,219000811,54.916047,11.359987,0.0,Under way using engine
2026-09-02T00:07:42Z,219000809,54.971943,11.514588,0.0,Moored
2026-09-02T00:07:55Z,219002177,54.935970,11.371990,0.0,Under way using engine
2026-09-02T00:08:00Z,219000811,54.916047,11.359985,0.0,Under way using engine
2026-09-02T00:08:34Z,219002177,54.935977,11.371982,0.0,Under way using engine
2026-09-02T00:08:39Z,219000811,54.916050,11.359985,0.0,Under way using engine
2026-09-02T00:09:05Z,219002177,54.935985,11.372007,0.0,Under way using engine
2026-09-02T00:09:09Z,219000811,54.916052,11.359985,0.0,Under way using engine
2026-09-02T00:09:39Z,219000811,54.916053,11.359983,0.0,Under way using engine
2026-09-02T00:09:44Z,219002177,54.935960,11.371993,0.0,Under way using engine
2026-09-02T00:09:56Z,219000809,54.971922,11.514612,0.0,Moored
2026-09-02T00:10:09Z,219000811,54.916053,11.359982,0.0,Under way using engine
2026-09-02T00:10:15Z,219002177,54.935957,11.372007,0.0,Under way using engine
2026-09-02T00:10:39Z,219000811,54.916053,11.359983,0.0,Under way using engine
2026-09-02T00:10:55Z,219002177,54.935940,11.372015,0.0,Under way using engine
2026-09-02T00:11:09Z,219000811,54.916052,11.359983,0.0,Under way using engine
2026-09-02T00:11:34Z,219002177,54.935970,11.372010,0.1,Under way using engine
2026-09-02T00:11:39Z,219000811,54.916052,11.359983,0.0,Under way using engine
2026-09-02T00:12:04Z,219002177,54.935955,11.372015,0.0,Under way using engine
2026-09-02T00:12:09Z,219000811,54.916055,11.359980,0.0,Under way using engine
2026-09-02T00:12:34Z,219002177,54.935933,11.372018,0.1,Under way using engine
2026-09-02T00:12:39Z,219000811,54.916060,11.359978,0.0,Under way using engine
2026-09-02T00:12:55Z,219000809,54.971892,11.514615,0.0,Moored
2026-09-02T00:13:04Z,219002177,54.935955,11.372018,0.0,Under way using engine
2026-09-02T00:13:09Z,219000811,54.916060,11.359978,0.0,Under way using engine
2026-09-02T00:13:34Z,219002177,54.935943,11.372013,0.0,Under way using engine
2026-09-02T00:13:39Z,219000811,54.916058,11.359980,0.0,Under way using engine
2026-09-02T00:13:43Z,219000809,54.971892,11.514615,0.0,Moored
2026-09-02T00:14:04Z,219002177,54.935950,11.372013,0.0,Under way using engine
2026-09-02T00:14:09Z,219000811,54.916058,11.359982,0.0,Under way using engine
2026-09-02T00:14:34Z,219002177,54.935948,11.371995,0.0,Under way using engine
2026-09-02T00:14:39Z,219000811,54.916058,11.359982,0.0,Under way using engine
2026-09-02T00:15:04Z,219002177,54.935970,11.371978,0.0,Under way using engine
2026-09-02T00:15:09Z,219000811,54.916062,11.359983,0.0,Under way using engine
2026-09-02T00:15:34Z,219002177,54.935977,11.371980,0.0,Under way using engine
2026-09-02T00:15:39Z,219000811,54.916065,11.359980,0.0,Under way using engine
2026-09-02T00:15:54Z,219000809,54.971935,11.514575,0.0,Moored
2026-09-02T00:16:04Z,219002177,54.935970,11.371995,0.0,Under way using engine
2026-09-02T00:16:09Z,219000811,54.916062,11.359983,0.0,Under way using engine
2026-09-02T00:16:39Z,219000811,54.916058,11.359985,0.0,Under way using engine
2026-09-02T00:16:44Z,219002177,54.935958,11.372010,0.0,Under way using engine
2026-09-02T00:17:09Z,219000811,54.916058,11.359988,0.0,Under way using engine
2026-09-02T00:17:14Z,219002177,54.935943,11.372005,0.0,Under way using engine
2026-09-02T00:17:39Z,219000811,54.916062,11.359990,0.0,Under way using engine
2026-09-02T00:17:44Z,219002177,54.935945,11.372007,0.0,Under way using engine
2026-09-02T00:18:09Z,219000811,54.916062,11.359988,0.0,Under way using engine
2026-09-02T00:18:14Z,219002177,54.935955,11.372010,0.0,Under way using engine
2026-09-02T00:18:39Z,219000811,54.916062,11.359990,0.0,Under way using engine
2026-09-02T00:18:44Z,219002177,54.935953,11.372005,0.0,Under way using engine
2026-09-02T00:18:53Z,219000809,54.971900,11.514607,0.0,Moored
2026-09-02T00:19:09Z,219000811,54.916060,11.359992,0.0,Under way using engine
2026-09-02T00:19:14Z,219002177,54.935947,11.372002,0.0,Under way using engine
2026-09-02T00:19:39Z,219000811,54.916058,11.359988,0.0,Under way using engine
2026-09-02T00:19:42Z,219000809,54.971900,11.514607,0.0,Moored
2026-09-02T00:19:44Z,219002177,54.935970,11.372015,0.0,Under way using engine
2026-09-02T00:20:09Z,219000811,54.916060,11.359985,0.0,Under way using engine
2026-09-02T00:20:14Z,219002177,54.935955,11.372002,0.0,Under way using engine
2026-09-02T00:20:39Z,219000811,54.916062,11.359983,0.0,Under way using engine
2026-09-02T00:20:44Z,219002177,54.935957,11.371995,0.0,Under way using engine
2026-09-02T00:21:09Z,219000811,54.916063,11.359980,0.0,Under way using engine
2026-09-02T00:21:14Z,219002177,54.935940,11.371992,0.0,Under way using engine
2026-09-02T00:21:39Z,219000811,54.916067,11.359978,0.0,Under way using engine
2026-09-02T00:21:54Z,219002177,54.935947,11.372012,0.0,Under way using engine
2026-09-02T00:21:56Z,219000809,54.971918,11.514552,0.0,Moored
2026-09-02T00:22:09Z,219000811,54.916065,11.359977,0.0,Under way using engine
