ts_utc,mmsi,lat,lon,sog,nav
2026-08-19T00:00:03Z,219002177,54.935968,11.371987,0.0,Under way using engine
2026-08-19T00:00:09Z,219000811,54.916062,11.359970,0.0,Under way using engine
2026-08-19T00:00:10Z,219000809,54.971915,11.514593,0.0,Under way using engine
2026-08-19T00:00:35Z,219002177,54.935963,11.371983,0.0,Under way using engine
2026-08-19T00:00:39Z,219000811,54.916063,11.359970,0.0,Under way using engine
2026-08-19T00:00:48Z,219000809,54.971910,11.514578,0.0,Under way using engine
2026-08-19T00:01:09Z,219000811,54.916067,11.359970,0.0,Under way using engine
2026-08-19T00:01:13Z,219002177,54.935960,11.371985,0.0,Under way using engine
2026-08-19T00:01:18Z,219000809,54.971917,11.514575,0.0,Under way using engine
2026-08-19T00:01:39Z,219000811,54.916068,11.359968,0.0,Under way using engine
2026-08-19T00:01:45Z,219002177,54.935963,11.371988,0.0,Under way using engine
2026-08-19T00:01:48Z,219000809,54.971915,11.514573,0.0,Under way using engine
2026-08-19T00:02:09Z,219000811,54.916068,11.359968,0.0,Under way using engine
2026-08-19T00:02:20Z,219000809,54.971913,11.514577,0.0,Under way using engine
2026-08-19T00:02:25Z,219002177,54.935967,11.371978,0.0,Under way using engine
2026-08-19T00:02:39Z,219000811,54.916068,11.359968,0.0,Under way using engine
2026-08-19T00:02:52Z,219000809,54.971920,11.514562,0.0,Under way using engine
2026-08-19T00:02:55Z,219002177,54.935965,11.371985,0.0,Under way using engine
2026-08-19T00:03:10Z,219000811,54.916067,11.359970,0.0,Under way using engine
2026-08-19T00:03:25Z,219002177,54.935965,11.371975,0.0,Under way using engine
2026-08-19T00:03:29Z,219000809,54.971915,11.514572,0.0,Under way using engine
2026-08-19T00:03:49Z,219000811,54.916065,11.359968,0.0,Under way using engine
2026-08-19T00:03:55Z,219002177,54.935967,11.371968,0.0,Under way using engine
2026-08-19T00:03:59Z,219000809,54.971908,11.514580,0.0,Under way using engine
2026-08-19T00:04:19Z,219000811,54.916063,11.359968,0.0,Under way using engine
2026-08-19T00:04:25Z,219002177,54.935968,11.371978,0.0,Under way using engine
2026-08-19T00:04:29Z,219000809,54.971907,11.514580,0.0,Under way using engine
2026-08-19T00:04:49Z,219000811,54.916063,11.359967,0.0,Under way using engine
2026-08-19T00:04:55Z,219002177,54.935963,11.371975,0.0,Under way using engine
2026-08-19T00:04:59Z,219000809,54.971903,11.514580,0.0,Under way using engine
2026-08-19T00:05:19Z,219000811,54.916062,11.359967,0.0,Under way using engine
2026-08-19T00:05:25Z,219002177,54.935962,11.371978,0.0,Under way using engine
2026-08-19T00:05:29Z,219000809,54.971910,11.514582,0.0,Under way using engine
2026-08-19T00:05:50Z,219000811,54.916060,11.359967,0.0,Under way using engine
2026-08-19T00:05:55Z,219002177,54.935962,11.371985,0.0,Under way using engine
